customer_id,last_tx_date,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,customer_segment,location
C1017898,2016-09-06,56,1,1690.42,1,1,4,114,Low Value / Casual,KOLKATA
C1024719,2016-09-01,61,3,1690.29,1,4,4,144,At Risk,NEW DELHI
C1014315,2016-09-21,41,3,1690.24,2,4,4,244,At Risk,MUMBAI
C1032424,2016-10-29,3,3,1690.22,5,5,4,554,Champions,GURGAON
C1046185,2016-09-16,46,3,1690.06,2,4,4,244,At Risk,THANE
C1047328,2016-09-11,51,2,1689.98,2,2,4,224,Low Value / Casual,HYDERABAD
C1029306,2016-10-28,4,4,1689.77,5,5,4,554,Champions,BANGALORE
C1032906,2016-10-14,18,2,1689.71,4,3,4,434,Loyal Customers,THANE
C1002577,2016-10-07,25,2,1689.71,3,3,4,334,Loyal Customers,PUNE
C1040613,2016-10-13,19,2,1689.61,4,3,4,434,Loyal Customers,HYDERABAD
C1032345,2016-10-15,17,5,1689.54,4,5,4,454,Champions,NEW DELHI
C1006926,2016-10-31,1,3,1689.53,5,5,4,554,Champions,LUCKNOW
C1020432,2016-09-05,57,2,1689.43,1,2,4,124,Low Value / Casual,NEW DELHI
C1040975,2016-08-17,76,2,1689.23,1,2,4,124,Low Value / Casual,NOIDA
C1010343,2016-10-16,16,3,1689.18,4,4,4,444,Champions,BANGALORE
C1031215,2016-10-07,25,5,1689.14,3,5,4,354,Loyal Customers,THANE
C1046711,2016-10-31,1,3,1689.12,5,5,4,554,Champions,NOIDA
C1034915,2016-10-30,2,2,1689.11,5,4,4,544,Champions,HYDERABAD
C1025173,2016-10-11,21,3,1689.08,3,4,4,344,Loyal Customers,HYDERABAD
C1048599,2016-09-01,61,2,1689.04,1,2,4,124,Low Value / Casual,AHMEDABAD
C1010109,2016-10-11,21,4,1688.88,3,5,4,354,Loyal Customers,GURGAON
C1010017,2016-08-27,66,2,1688.82,1,2,4,124,Low Value / Casual,NEW DELHI
C1006631,2016-10-14,18,4,1688.75,4,5,4,454,Champions,NEW DELHI
C1003588,2016-10-28,4,4,1688.72,5,5,4,554,Champions,MUMBAI
C1047582,2016-10-18,14,3,1688.7,4,4,4,444,Champions,NEW DELHI
C1025203,2016-10-29,3,2,1688.7,5,4,4,544,Champions,THANE
C1018041,2016-10-11,21,4,1688.65,3,5,4,354,Loyal Customers,GURGAON
C1043112,2016-10-30,2,3,1688.65,5,5,4,554,Champions,HYDERABAD
C1015496,2016-10-20,12,2,1688.63,4,3,4,434,Loyal Customers,THANE
C1049320,2016-10-12,20,4,1688.57,3,5,4,354,Loyal Customers,MUMBAI
C1016779,2016-10-24,8,4,1688.54,5,5,4,554,Champions,BANGALORE
C1045300,2016-10-06,26,2,1688.54,3,3,4,334,Loyal Customers,HYDERABAD
C1044551,2016-09-28,34,2,1688.54,2,3,4,234,At Risk,PUNE
C1031457,2016-08-27,66,2,1688.49,1,2,4,124,Low Value / Casual,MUMBAI
C1017029,2016-10-08,24,4,1688.46,3,5,4,354,Loyal Customers,MUMBAI
C1007472,2016-09-30,32,2,1688.46,3,3,4,334,Loyal Customers,NOIDA
C1023866,2016-10-16,16,4,1688.39,4,5,4,454,Champions,LUCKNOW
C1017042,2016-09-01,61,2,1688.17,1,2,4,124,Low Value / Casual,CHENNAI
C1027802,2016-10-09,23,5,1688.03,3,5,4,354,Loyal Customers,THANE
C1005733,2016-10-14,18,3,1687.81,4,4,4,444,Champions,MUMBAI
C1000598,2016-10-30,2,5,1687.72,5,5,4,554,Champions,CHENNAI
C1015124,2016-09-04,58,3,1687.71,1,4,4,144,At Risk,LUCKNOW
C1027208,2016-10-26,6,3,1687.64,5,4,4,544,Champions,NEW DELHI
C1013097,2016-09-16,46,3,1687.61,2,4,4,244,At Risk,SURAT
C1008307,2016-10-27,5,2,1687.41,5,3,4,534,Loyal Customers,MUMBAI
C1009088,2016-10-05,27,4,1687.4,3,5,4,354,Loyal Customers,CHENNAI
C1003950,2016-09-18,44,2,1687.37,2,2,4,224,Low Value / Casual,MUMBAI
C1045254,2016-10-31,1,3,1687.21,5,5,4,554,Champions,NOIDA
C1023225,2016-10-09,23,3,1687.2,3,4,4,344,Loyal Customers,PATNA
C1033532,2016-08-31,62,1,1687.02,1,1,4,114,Low Value / Casual,PUNE
C1025834,2016-10-16,16,4,1686.32,4,5,4,454,Champions,PUNE
C1022039,2016-10-31,1,2,1686.11,5,4,4,544,Champions,CHENNAI
C1007481,2016-09-20,42,2,1686.05,2,3,4,234,At Risk,NOIDA
C1012520,2016-10-23,9,4,1686.01,4,5,4,454,Champions,KOLKATA
C1045572,2016-08-29,64,2,1685.96,1,2,4,124,Low Value / Casual,BANGALORE
C1009302,2016-10-24,8,1,1685.94,5,2,4,524,Big Spenders,PUNE
C1042913,2016-10-04,28,2,1685.92,3,3,4,334,Loyal Customers,MUMBAI
C1006742,2016-08-23,70,2,1685.75,1,2,4,124,Low Value / Casual,NEW DELHI
C1040746,2016-09-11,51,4,1685.59,2,5,4,254,At Risk,PUNE
C1036733,2016-10-19,13,3,1685.38,4,4,4,444,Champions,AHMEDABAD
C1001433,2016-10-16,16,2,1685.27,4,3,4,434,Loyal Customers,PUNE
C1007180,2016-09-24,38,3,1685.25,2,4,4,244,At Risk,NOIDA
C1013405,2016-09-23,39,3,1685.25,2,4,4,244,At Risk,CHENNAI
C1041466,2016-10-07,25,2,1685.22,3,3,4,334,Loyal Customers,HYDERABAD
C1015767,2016-10-09,23,2,1684.99,3,3,4,334,Loyal Customers,BANGALORE
C1019368,2016-10-30,2,2,1684.96,5,4,4,544,Champions,CHENNAI
C1045482,2016-10-16,16,5,1684.86,4,5,4,454,Champions,PUNE
C1012917,2016-10-13,19,5,1684.66,4,5,4,454,Champions,AHMEDABAD
C1030574,2016-09-05,57,1,1684.54,1,1,4,114,Low Value / Casual,PUNE
C1027701,2016-10-26,6,4,1684.48,5,5,4,554,Champions,HYDERABAD
C1009739,2016-10-06,26,4,1684.48,3,5,4,354,Loyal Customers,LUCKNOW
C1030122,2016-09-23,39,1,1684.23,2,1,4,214,Low Value / Casual,NEW DELHI
C1034850,2016-10-03,29,3,1684.18,3,4,4,344,Loyal Customers,CHENNAI
C1042437,2016-10-11,21,4,1683.88,3,5,4,354,Loyal Customers,HYDERABAD
C1022704,2016-10-11,21,2,1683.86,3,3,4,334,Loyal Customers,GURGAON
C1024341,2016-10-14,18,4,1683.69,4,5,4,454,Champions,KOLKATA
C1015312,2016-09-30,32,5,1683.47,3,5,4,354,Loyal Customers,JAIPUR
C1004272,2016-10-19,13,4,1683.39,4,5,4,454,Champions,MUMBAI
C1048369,2016-09-22,40,3,1683.35,2,4,4,244,At Risk,BANGALORE
C1048021,2016-10-14,18,4,1683.28,4,5,4,454,Champions,HYDERABAD
C1029679,2016-09-02,60,2,1683.22,1,2,4,124,Low Value / Casual,GURGAON
C1010362,2016-10-08,24,3,1683.21,3,4,4,344,Loyal Customers,JAIPUR
C1006410,2016-09-09,53,2,1683.18,2,2,4,224,Low Value / Casual,BANGALORE
C1026163,2016-09-05,57,2,1683.12,1,2,4,124,Low Value / Casual,HYDERABAD
C1000704,2016-10-14,18,2,1682.97,4,3,4,434,Loyal Customers,PATNA
C1021663,2016-10-28,4,1,1682.94,5,2,4,524,Big Spenders,HYDERABAD
C1049006,2016-10-28,4,3,1682.93,5,5,4,554,Champions,PUNE
C1013950,2016-09-18,44,3,1682.81,2,4,4,244,At Risk,MUMBAI
C1030222,2016-10-10,22,4,1682.65,3,5,4,354,Loyal Customers,PUNE
C1046356,2016-09-24,38,2,1682.52,2,3,4,234,At Risk,THANE
C1029320,2016-09-30,32,3,1682.49,3,4,4,344,Loyal Customers,MUMBAI
C1002579,2016-10-14,18,3,1682.4,4,4,4,444,Champions,GURGAON
C1040595,2016-10-13,19,2,1682.4,4,3,4,434,Loyal Customers,HYDERABAD
C1043877,2016-10-20,12,5,1682.29,4,5,4,454,Champions,MUMBAI
C1048187,2016-09-26,36,3,1682.19,2,4,4,244,At Risk,MUMBAI
C1040910,2016-09-27,35,2,1682.17,2,3,4,234,At Risk,MUMBAI
C1002714,2016-09-13,49,1,1681.94,2,1,4,214,Low Value / Casual,BANGALORE
C1001980,2016-10-29,3,4,1681.66,5,5,4,554,Champions,PUNE
C1007013,2016-10-23,9,2,1681.34,4,3,4,434,Loyal Customers,BANGALORE
C1027346,2016-09-09,53,2,1681.27,2,2,4,224,Low Value / Casual,PUNE
C1024051,2016-10-30,2,3,1681.14,5,5,4,554,Champions,NEW DELHI
C1019976,2016-08-19,74,2,1680.71,1,2,4,124,Low Value / Casual,BANGALORE
C1036529,2016-10-12,20,4,1680.07,3,5,4,354,Loyal Customers,THANE
C1045839,2016-10-30,2,3,1679.96,5,5,4,554,Champions,MUMBAI
C1033030,2016-10-27,5,5,1679.94,5,5,4,554,Champions,CHENNAI
C1021513,2016-10-21,11,4,1679.74,4,5,4,454,Champions,MUMBAI
C1031612,2016-10-27,5,2,1679.72,5,3,4,534,Loyal Customers,GURGAON
C1006234,2016-10-02,30,2,1679.62,3,3,4,334,Loyal Customers,NEW DELHI
C1036365,2016-10-25,7,2,1679.39,5,3,4,534,Loyal Customers,HYDERABAD
C1019486,2016-08-20,73,2,1679.27,1,2,4,124,Low Value / Casual,MUMBAI
C1036561,2016-08-11,82,1,1678.89,1,1,4,114,Low Value / Casual,BANGALORE
C1044895,2016-10-24,8,2,1678.53,5,3,4,534,Loyal Customers,PUNE
C1020646,2016-09-25,37,1,1678.48,2,1,4,214,Low Value / Casual,HYDERABAD
C1034036,2016-10-12,20,4,1678.29,4,5,4,454,Champions,PUNE
C1032752,2016-10-30,2,3,1678.12,5,5,4,554,Champions,MUMBAI
C1000261,2016-10-10,22,2,1678.11,3,3,4,334,Loyal Customers,HYDERABAD
C1012029,2016-08-24,69,1,1677.84,1,1,4,114,Low Value / Casual,NEW DELHI
C1002285,2016-10-17,15,3,1677.79,4,4,4,444,Champions,BANGALORE
C1020705,2016-10-10,22,3,1677.79,3,4,4,344,Loyal Customers,PUNE
C1020458,2016-10-26,6,2,1677.58,5,3,4,534,Loyal Customers,MUMBAI
C1012748,2016-09-26,36,3,1677.57,2,4,4,244,At Risk,CHENNAI
C1009958,2016-10-11,21,4,1677.48,3,5,4,354,Loyal Customers,GURGAON
C1039342,2016-10-26,6,4,1677.41,5,5,4,554,Champions,SURAT
C1046195,2016-09-08,54,2,1677.4,2,2,4,224,Low Value / Casual,CHENNAI
C1015549,2016-10-24,8,4,1677.37,5,5,4,554,Champions,KOLKATA
C1018365,2016-10-25,7,3,1677.33,5,4,4,544,Champions,HYDERABAD
C1014613,2016-10-28,4,2,1677.3,5,4,4,544,Champions,BANGALORE
C1001443,2016-09-19,43,3,1677.21,2,4,4,244,At Risk,PATNA
C1035770,2016-09-30,32,3,1677.12,3,4,4,344,Loyal Customers,NEW DELHI
C1005551,2016-10-05,27,2,1677.09,3,3,4,334,Loyal Customers,MUMBAI
C1026550,2016-10-20,12,1,1677.04,4,2,4,424,Big Spenders,BANGALORE
C1029139,2016-10-30,2,5,1677.02,5,5,4,554,Champions,BANGALORE
C1011020,2016-09-17,45,3,1676.95,2,4,4,244,At Risk,HYDERABAD
C1027372,2016-09-11,51,2,1676.88,2,2,4,224,Low Value / Casual,BANGALORE
C1025212,2016-10-27,5,2,1676.75,5,3,4,534,Loyal Customers,HYDERABAD
C1026000,2016-08-29,64,1,1676.75,1,1,4,114,Low Value / Casual,NEW DELHI
C1048300,2016-10-15,17,3,1676.61,4,4,4,444,Champions,MUMBAI
C1044426,2016-10-27,5,4,1676.55,5,5,4,554,Champions,GURGAON
C1019855,2016-10-20,12,5,1676.49,4,5,4,454,Champions,NEW DELHI
C1042274,2016-08-13,80,1,1676.42,1,1,4,114,Low Value / Casual,MUMBAI
C1026565,2016-09-29,33,2,1676.27,3,3,4,334,Loyal Customers,NEW DELHI
C1025253,2016-09-30,32,3,1676.08,3,4,4,344,Loyal Customers,NEW DELHI
C1011293,2016-10-22,10,3,1676.03,4,4,4,444,Champions,MUMBAI
C1042028,2016-10-31,1,4,1675.96,5,5,4,554,Champions,MUMBAI
C1000808,2016-10-18,14,2,1675.96,4,3,4,434,Loyal Customers,CHENNAI
C1013923,2016-10-08,24,3,1675.43,3,4,4,344,Loyal Customers,SURAT
C1005288,2016-08-20,73,1,1675.37,1,1,4,114,Low Value / Casual,CHENNAI
C1010864,2016-10-31,1,4,1675.35,5,5,4,554,Champions,NOIDA
C1020512,2016-10-30,2,2,1675.33,5,4,4,544,Champions,AHMEDABAD
C1032477,2016-10-27,5,4,1675.25,5,5,4,554,Champions,HYDERABAD
C1021307,2016-10-20,12,3,1675.1,4,4,4,444,Champions,MUMBAI
C1022884,2016-10-09,23,3,1675.06,3,4,4,344,Loyal Customers,NEW DELHI
C1030071,2016-08-17,76,2,1675.02,1,2,4,124,Low Value / Casual,BANGALORE
C1030634,2016-10-20,12,2,1674.97,4,3,4,434,Loyal Customers,NEW DELHI
C1009211,2016-09-22,40,3,1674.35,2,4,4,244,At Risk,NEW DELHI
C1018429,2016-09-06,56,4,1674.26,1,5,4,154,At Risk,MUMBAI
C1012715,2016-10-26,6,2,1673.84,5,3,4,534,Loyal Customers,THANE
C1022818,2016-08-01,92,1,1673.73,1,1,4,114,Low Value / Casual,MUMBAI
C1038753,2016-10-12,20,2,1673.68,4,3,4,434,Loyal Customers,MUMBAI
C1017819,2016-10-26,6,4,1673.56,5,5,4,554,Champions,NOIDA
C1030063,2016-10-25,7,3,1673.5,5,4,4,544,Champions,HYDERABAD
C1025926,2016-09-13,49,3,1673.4,2,4,4,244,At Risk,HYDERABAD
C1049819,2016-10-21,11,4,1673.33,4,5,4,454,Champions,THANE
C1011645,2016-10-31,1,4,1673.21,5,5,4,554,Champions,THANE
C1018263,2016-09-08,54,4,1673.1,2,5,4,254,At Risk,THANE
C1007045,2016-09-27,35,2,1673.06,2,3,4,234,At Risk,CHENNAI
C1041899,2016-10-02,30,2,1672.99,3,3,4,334,Loyal Customers,NEW DELHI
C1024263,2016-10-15,17,1,1672.97,4,2,4,424,Big Spenders,NEW DELHI
C1010852,2016-09-12,50,5,1672.95,2,5,4,254,At Risk,GURGAON
C1022472,2016-10-09,23,4,1672.95,3,5,4,354,Loyal Customers,HYDERABAD
C1037329,2016-10-24,8,2,1672.89,5,3,4,534,Loyal Customers,BANGALORE
C1023948,2016-10-23,9,3,1672.69,5,4,4,544,Champions,CHENNAI
C1021308,2016-10-01,31,2,1672.43,3,3,4,334,Loyal Customers,NEW DELHI
C1002767,2016-10-23,9,4,1672.41,5,5,4,554,Champions,HYDERABAD
C1033545,2016-08-24,69,2,1672.32,1,2,4,124,Low Value / Casual,HYDERABAD
C1047916,2016-09-28,34,3,1672.2,3,4,4,344,Loyal Customers,NEW DELHI
C1004877,2016-10-31,1,2,1672.1,5,4,4,544,Champions,MUMBAI
C1028982,2016-10-04,28,2,1672.05,3,3,4,334,Loyal Customers,PUNE
C1044890,2016-10-19,13,4,1671.97,4,5,4,454,Champions,MUMBAI
C1015250,2016-10-26,6,3,1671.78,5,4,4,544,Champions,BANGALORE
C1011908,2016-08-20,73,1,1671.75,1,1,4,114,Low Value / Casual,CHENNAI
C1008759,2016-09-20,42,1,1671.59,2,1,4,214,Low Value / Casual,MUMBAI
C1036934,2016-10-23,9,2,1671.57,5,3,4,534,Loyal Customers,MUMBAI
C1011901,2016-10-26,6,2,1671.47,5,3,4,534,Loyal Customers,MUMBAI
C1028917,2016-10-31,1,2,1671.23,5,4,4,544,Champions,JAIPUR
C1003521,2016-09-14,48,2,1670.96,2,2,4,224,Low Value / Casual,BANGALORE
C1031114,2016-09-16,46,2,1670.76,2,2,4,224,Low Value / Casual,NEW DELHI
C1008445,2016-10-22,10,3,1670.75,4,4,4,444,Champions,KOLKATA
C1049654,2016-10-15,17,1,1670.63,4,2,4,424,Big Spenders,KOLKATA
C1026857,2016-10-25,7,4,1670.6,5,5,4,554,Champions,AHMEDABAD
C1032812,2016-09-28,34,3,1670.5,3,4,4,344,Loyal Customers,HYDERABAD
C1016363,2016-10-09,23,1,1670.42,3,2,4,324,Big Spenders,THANE
C1042664,2016-10-25,7,2,1670.39,5,3,4,534,Loyal Customers,KOLKATA
C1035442,2016-09-22,40,2,1670.36,2,3,4,234,At Risk,CHENNAI
C1028321,2016-10-03,29,3,1670.31,3,4,4,344,Loyal Customers,PUNE
C1044550,2016-10-14,18,2,1670.14,4,3,4,434,Loyal Customers,BANGALORE
C1000316,2016-08-29,64,1,1670.14,1,1,4,114,Low Value / Casual,NEW DELHI
C1018680,2016-10-15,17,2,1670.13,4,3,4,434,Loyal Customers,BANGALORE
C1008387,2016-10-14,18,4,1670.11,4,5,4,454,Champions,CHENNAI
C1042370,2016-10-07,25,3,1669.93,3,4,4,344,Loyal Customers,MUMBAI
C1005709,2016-10-15,17,5,1669.82,4,5,4,454,Champions,MUMBAI
C1005473,2016-09-09,53,2,1669.76,2,2,4,224,Low Value / Casual,BANGALORE
C1033716,2016-10-01,31,3,1669.65,3,4,4,344,Loyal Customers,THANE
C1047175,2016-10-18,14,4,1669.63,4,5,4,454,Champions,GURGAON
C1005323,2016-10-18,14,2,1669.6,4,3,4,434,Loyal Customers,MUMBAI
C1048704,2016-08-10,83,1,1669.59,1,1,4,114,Low Value / Casual,LUCKNOW
C1022062,2016-10-24,8,2,1669.44,5,3,4,534,Loyal Customers,HYDERABAD
C1008592,2016-09-28,34,3,1669.35,3,4,4,344,Loyal Customers,PUNE
C1011342,2016-10-08,24,3,1669.12,3,4,4,344,Loyal Customers,MUMBAI
C1044609,2016-10-18,14,5,1669.02,4,5,4,454,Champions,JAIPUR
C1022003,2016-10-23,9,2,1668.95,4,3,4,434,Loyal Customers,MUMBAI
C1035881,2016-10-20,12,7,1668.81,4,5,4,454,Champions,GURGAON
C1006152,2016-10-24,8,4,1668.72,5,5,4,554,Champions,BANGALORE
C1027046,2016-10-29,3,6,1668.54,5,5,4,554,Champions,MUMBAI
C1046746,2016-10-06,26,3,1668.51,3,4,4,344,Loyal Customers,CHENNAI
C1009323,2016-10-20,12,2,1668.48,4,3,4,434,Loyal Customers,KOLKATA
C1018139,2016-09-08,54,3,1668.4,2,4,4,244,At Risk,KOLKATA
C1040353,2016-10-20,12,2,1668.39,4,3,4,434,Loyal Customers,MUMBAI
C1004128,2016-09-28,34,3,1668.25,2,4,4,244,At Risk,CHENNAI
C1026314,2016-09-25,37,1,1668.23,2,1,4,214,Low Value / Casual,MUMBAI
C1038894,2016-09-13,49,1,1668.22,2,1,4,214,Low Value / Casual,GURGAON
C1036395,2016-08-25,68,2,1667.95,1,2,4,124,Low Value / Casual,MUMBAI
C1027575,2016-10-05,27,3,1667.83,3,4,4,344,Loyal Customers,GURGAON
C1023999,2016-10-30,2,4,1667.75,5,5,4,554,Champions,CHENNAI
C1027784,2016-08-30,63,1,1667.72,1,1,4,114,Low Value / Casual,NEW DELHI
C1040745,2016-10-15,17,4,1667.69,4,5,4,454,Champions,PUNE
C1029441,2016-10-01,31,3,1667.49,3,4,4,344,Loyal Customers,CHENNAI
C1007178,2016-10-10,22,1,1667.29,3,2,4,324,Big Spenders,MUMBAI
C1049974,2016-10-28,4,4,1667.11,5,5,4,554,Champions,PUNE
C1045434,2016-08-08,85,1,1666.86,1,1,4,114,Low Value / Casual,PUNE
C1035676,2016-10-29,3,2,1666.82,5,4,4,544,Champions,HYDERABAD
C1040164,2016-10-14,18,2,1666.81,4,3,4,434,Loyal Customers,JAIPUR
C1014802,2016-10-29,3,3,1666.51,5,5,4,554,Champions,HYDERABAD
C1045185,2016-10-11,21,2,1666.42,3,3,4,334,Loyal Customers,NEW DELHI
C1022545,2016-10-25,7,3,1666.41,5,4,4,544,Champions,PUNE
C1016297,2016-10-23,9,5,1666.3,5,5,4,554,Champions,MUMBAI
C1045942,2016-08-02,91,1,1666.11,1,1,4,114,Low Value / Casual,NEW DELHI
C1037858,2016-10-22,10,4,1666.01,4,5,4,454,Champions,JAIPUR
C1001163,2016-09-23,39,3,1666.0,2,4,4,244,At Risk,PUNE
C1043258,2016-08-14,79,2,1665.85,1,2,4,124,Low Value / Casual,BANGALORE
C1043045,2016-10-30,2,5,1665.82,5,5,4,554,Champions,BANGALORE
C1048894,2016-10-16,16,3,1665.65,4,4,4,444,Champions,CHENNAI
C1017858,2016-08-03,90,2,1665.57,1,2,4,124,Low Value / Casual,KOLKATA
C1007653,2016-10-07,25,2,1665.5,3,3,4,334,Loyal Customers,JAIPUR
C1048992,2016-08-12,81,2,1665.39,1,2,4,124,Low Value / Casual,BANGALORE
C1025369,2016-10-22,10,1,1665.39,4,2,4,424,Big Spenders,HYDERABAD
C1035185,2016-10-02,30,1,1665.24,3,2,4,324,Big Spenders,HYDERABAD
C1025547,2016-09-23,39,3,1665.23,2,4,4,244,At Risk,MUMBAI
C1023996,2016-10-18,14,3,1665.06,4,4,4,444,Champions,NOIDA
C1008673,2016-08-20,73,3,1664.92,1,4,4,144,At Risk,THANE
C1001773,2016-09-28,34,2,1664.91,3,3,4,334,Loyal Customers,KOLKATA
C1022790,2016-10-21,11,2,1664.88,4,3,4,434,Loyal Customers,BANGALORE
C1002270,2016-09-28,34,2,1664.57,2,3,4,234,At Risk,NEW DELHI
C1016699,2016-09-16,46,1,1664.23,2,1,4,214,Low Value / Casual,NEW DELHI
C1001187,2016-09-18,44,2,1664.14,2,3,4,234,At Risk,GURGAON
C1018437,2016-09-14,48,2,1664.11,2,2,4,224,Low Value / Casual,HYDERABAD
C1037153,2016-10-09,23,3,1664.02,3,4,4,344,Loyal Customers,THANE
C1038733,2016-08-14,79,1,1663.73,1,1,4,114,Low Value / Casual,KOLKATA
C1020518,2016-09-30,32,3,1663.45,3,4,4,344,Loyal Customers,HYDERABAD
C1031631,2016-09-20,42,3,1663.45,2,4,4,244,At Risk,MUMBAI
C1019777,2016-09-29,33,2,1663.4,3,3,4,334,Loyal Customers,NEW DELHI
C1032326,2016-10-31,1,3,1662.96,5,5,4,554,Champions,PUNE
C1003532,2016-09-29,33,2,1662.86,3,3,4,334,Loyal Customers,MUMBAI
C1035477,2016-10-24,8,5,1662.62,5,5,4,554,Champions,PUNE
C1029407,2016-10-30,2,3,1662.21,5,5,4,554,Champions,MUMBAI
C1026329,2016-10-08,24,2,1662.16,3,3,4,334,Loyal Customers,MUMBAI
C1016473,2016-10-25,7,3,1662.14,5,4,4,544,Champions,NEW DELHI
C1042343,2016-10-21,11,4,1662.13,4,5,4,454,Champions,KOLKATA
C1003531,2016-09-15,47,2,1661.94,2,2,4,224,Low Value / Casual,MUMBAI
C1007227,2016-10-29,3,3,1661.8,5,5,4,554,Champions,LUCKNOW
C1013303,2016-10-28,4,2,1661.62,5,4,4,544,Champions,MUMBAI
C1004761,2016-09-05,57,1,1661.56,1,1,4,114,Low Value / Casual,LUCKNOW
C1042069,2016-10-07,25,2,1661.47,3,3,4,334,Loyal Customers,MUMBAI
C1036573,2016-10-19,13,3,1661.42,4,4,4,444,Champions,KOLKATA
C1028103,2016-10-29,3,3,1661.32,5,5,4,554,Champions,THANE
C1015133,2016-10-26,6,3,1661.27,5,4,4,544,Champions,MUMBAI
C1049544,2016-10-14,18,1,1661.24,4,2,4,424,Big Spenders,MUMBAI
C1047890,2016-10-29,3,3,1661.16,5,5,4,554,Champions,SURAT
C1045692,2016-10-18,14,2,1661.1,4,3,4,434,Loyal Customers,MUMBAI
C1017567,2016-10-06,26,2,1660.93,3,3,4,334,Loyal Customers,KOLKATA
C1043507,2016-10-30,2,4,1660.78,5,5,4,554,Champions,NEW DELHI
C1042057,2016-09-19,43,1,1660.38,2,1,4,214,Low Value / Casual,HYDERABAD
C1031459,2016-09-05,57,2,1660.27,1,2,4,124,Low Value / Casual,PUNE
C1013181,2016-10-26,6,1,1660.16,5,2,4,524,Big Spenders,CHENNAI
C1011819,2016-10-11,21,4,1659.99,3,5,4,354,Loyal Customers,PUNE
C1032904,2016-10-15,17,4,1659.95,4,5,4,454,Champions,BANGALORE
C1009769,2016-10-05,27,1,1659.9,3,2,4,324,Big Spenders,AHMEDABAD
C1003431,2016-09-23,39,2,1659.84,2,3,4,234,At Risk,CHENNAI
C1003235,2016-10-22,10,5,1659.34,4,5,4,454,Champions,BANGALORE
C1046027,2016-08-14,79,2,1659.29,1,2,4,124,Low Value / Casual,LUCKNOW
C1005358,2016-10-31,1,2,1659.12,5,4,4,544,Champions,HYDERABAD
C1041876,2016-09-22,40,2,1658.19,2,3,4,234,At Risk,BANGALORE
C1014090,2016-10-17,15,3,1657.79,4,4,4,444,Champions,NEW DELHI
C1026941,2016-10-04,28,3,1657.63,3,4,4,344,Loyal Customers,MUMBAI
C1012208,2016-09-20,42,2,1657.63,2,3,4,234,At Risk,CHENNAI
C1048931,2016-10-29,3,4,1657.59,5,5,4,554,Champions,BANGALORE
C1015126,2016-10-05,27,3,1657.38,3,4,4,344,Loyal Customers,PUNE
C1048505,2016-08-29,64,3,1657.38,1,4,4,144,At Risk,NEW DELHI
C1006951,2016-10-31,1,2,1657.37,5,4,4,544,Champions,PUNE
C1048695,2016-10-07,25,3,1657.35,3,4,4,344,Loyal Customers,PATNA
C1043743,2016-10-28,4,2,1657.26,5,4,4,544,Champions,MUMBAI
C1046318,2016-10-06,26,2,1657.19,3,3,4,334,Loyal Customers,MUMBAI
C1023020,2016-10-22,10,2,1657.16,4,3,4,434,Loyal Customers,CHENNAI
C1022398,2016-10-16,16,3,1657.12,4,4,4,444,Champions,BANGALORE
C1044702,2016-09-29,33,2,1656.88,3,3,4,334,Loyal Customers,THANE
C1018767,2016-10-20,12,1,1656.86,4,2,4,424,Big Spenders,BANGALORE
C1031623,2016-10-25,7,4,1656.79,5,5,4,554,Champions,MUMBAI
C1023202,2016-10-29,3,4,1656.58,5,5,4,554,Champions,KOLKATA
C1020219,2016-09-05,57,3,1655.96,1,4,4,144,At Risk,PATNA
C1003138,2016-10-28,4,2,1655.84,5,3,4,534,Loyal Customers,MUMBAI
C1026157,2016-09-11,51,2,1655.77,2,2,4,224,Low Value / Casual,GURGAON
C1023916,2016-10-23,9,3,1655.74,5,4,4,544,Champions,PUNE
C1022662,2016-10-10,22,3,1655.71,3,4,4,344,Loyal Customers,MUMBAI
C1024717,2016-10-30,2,1,1655.51,5,2,4,524,Big Spenders,CHENNAI
C1047877,2016-10-07,25,2,1655.36,3,3,4,334,Loyal Customers,HYDERABAD
C1049144,2016-10-18,14,2,1655.21,4,3,4,434,Loyal Customers,SURAT
C1014394,2016-09-21,41,2,1654.87,2,3,4,234,At Risk,CHENNAI
C1001692,2016-09-20,42,3,1654.86,2,4,4,244,At Risk,MUMBAI
C1020821,2016-09-13,49,3,1654.81,2,4,4,244,At Risk,AHMEDABAD
C1016689,2016-10-26,6,2,1654.75,5,3,4,534,Loyal Customers,PUNE
C1031387,2016-10-11,21,2,1654.69,3,3,4,334,Loyal Customers,MUMBAI
C1007068,2016-09-05,57,3,1654.58,1,4,4,144,At Risk,HYDERABAD
C1028030,2016-09-15,47,1,1654.54,2,1,4,214,Low Value / Casual,INDORE
C1030622,2016-10-29,3,2,1654.44,5,4,4,544,Champions,HYDERABAD
C1039283,2016-08-10,83,1,1654.42,1,1,4,114,Low Value / Casual,MUMBAI
C1019206,2016-10-18,14,3,1654.4,4,4,4,444,Champions,KOLKATA
C1042388,2016-10-26,6,4,1654.23,5,5,4,554,Champions,LUCKNOW
C1014089,2016-10-12,20,2,1654.21,3,3,4,334,Loyal Customers,THANE
C1006980,2016-09-20,42,3,1654.05,2,4,4,244,At Risk,PUNE
C1019121,2016-10-01,31,2,1653.99,3,3,4,334,Loyal Customers,GURGAON
