transaction_id,customer_id,transaction_date,transaction_time,transaction_amount,account_balance,location,month
T17635,C1024712,2016-10-19,05:06:39,456.22,8470.84,MUMBAI,2016-10
T17636,C1018852,2016-09-03,11:12:43,156.29,2796.42,BANGALORE,2016-09
T17637,C1037140,2016-08-18,21:46:49,1184.05,14557.41,MUMBAI,2016-08
T17638,C1000160,2016-09-18,07:56:51,48.17,63.27,NOIDA,2016-09
T17639,C1005166,2016-10-16,22:35:28,573.3,357465.87,MUMBAI,2016-10
T17640,C1005973,2016-08-13,15:20:53,2004.16,20015.65,BANGALORE,2016-08
T17641,C1011703,2016-09-10,01:47:19,1604.91,145179.49,MUMBAI,2016-09
T17642,C1038718,2016-10-05,23:59:38,242.19,14728.22,SURAT,2016-10
T17643,C1001404,2016-09-28,15:12:57,123.12,6002.64,NEW DELHI,2016-09
T17644,C1043972,2016-08-18,12:20:36,379.63,38689.9,NEW DELHI,2016-08
T17645,C1033083,2016-08-07,19:39:48,4093.29,17643.52,BANGALORE,2016-08
T17646,C1013676,2016-09-06,05:43:56,128.69,7717.39,MUMBAI,2016-09
T17647,C1005298,2016-10-22,08:26:50,146.06,40044.91,THANE,2016-10
T17648,C1017073,2016-10-08,06:00:54,156.72,52071.3,MUMBAI,2016-10
T17649,C1027152,2016-10-16,02:26:23,71.65,21106.99,MUMBAI,2016-10
T17650,C1001968,2016-09-01,01:40:27,982.54,7430.53,MUMBAI,2016-09
T17651,C1035618,2016-09-30,04:46:20,223.26,45219.47,HYDERABAD,2016-09
T17652,C1002145,2016-10-06,00:36:59,320.06,29454.45,NEW DELHI,2016-10
T17653,C1041404,2016-08-09,12:50:59,379.95,14530.36,NOIDA,2016-08
T17654,C1022258,2016-10-25,23:31:52,367.53,9245.96,CHENNAI,2016-10
T17655,C1049176,2016-08-11,08:40:51,315.27,453804.64,THANE,2016-08
T17656,C1047034,2016-08-28,09:29:33,235.99,24005.08,AHMEDABAD,2016-08
T17657,C1003895,2016-09-26,21:24:26,23.76,4461.91,BANGALORE,2016-09
T17658,C1031501,2016-08-13,00:32:35,416.22,10762.74,GURGAON,2016-08
T17659,C1008125,2016-09-13,06:25:12,1973.41,114655.58,NEW DELHI,2016-09
T17660,C1023634,2016-10-26,00:05:42,321.49,3985.63,AHMEDABAD,2016-10
T17661,C1015623,2016-08-06,19:19:13,1865.38,8377.23,KOLKATA,2016-08
T17662,C1002509,2016-10-16,22:33:51,598.11,10090.12,HYDERABAD,2016-10
T17663,C1013458,2016-09-14,00:15:50,1505.96,29917.45,JAIPUR,2016-09
T17664,C1007839,2016-09-29,12:27:50,96.39,8771.74,CHENNAI,2016-09
T17665,C1032498,2016-08-28,10:11:56,372.25,6877.88,BANGALORE,2016-08
T17666,C1038473,2016-10-19,02:29:33,513.22,4871.84,HYDERABAD,2016-10
T17667,C1031098,2016-09-17,23:44:13,440.14,31050.7,BANGALORE,2016-09
T17668,C1041638,2016-09-18,05:12:49,9810.28,28595.35,JAIPUR,2016-09
T17669,C1018621,2016-10-01,22:30:04,869.51,122463.61,BANGALORE,2016-10
T17670,C1025085,2016-08-19,04:14:25,402.12,48513.73,MUMBAI,2016-08
T17671,C1044272,2016-10-19,08:39:21,480.01,6976.16,NEW DELHI,2016-10
T17672,C1009817,2016-09-10,05:33:42,275.81,29415.63,JAIPUR,2016-09
T17673,C1013996,2016-10-29,08:02:13,193.98,11573.7,SURAT,2016-10
T17674,C1015769,2016-09-19,06:36:32,1778.57,34527.45,SURAT,2016-09
T17675,C1034964,2016-09-12,01:07:12,585.79,3419.94,LUCKNOW,2016-09
T17676,C1029918,2016-09-12,18:53:57,3151.94,7959.75,LUCKNOW,2016-09
T17677,C1019688,2016-09-08,17:45:54,652.08,9180.69,GURGAON,2016-09
T17678,C1034694,2016-08-29,17:40:10,722.41,13971.4,BANGALORE,2016-08
T17679,C1018171,2016-10-04,17:56:34,175.03,237402.25,LUCKNOW,2016-10
T17680,C1005379,2016-08-15,15:25:12,2562.86,82077.47,NEW DELHI,2016-08
T17681,C1049754,2016-08-02,11:46:44,3395.95,30146.46,GURGAON,2016-08
T17682,C1029172,2016-10-15,22:57:21,812.45,2518.43,THANE,2016-10
T17683,C1000994,2016-08-05,06:43:25,70.17,11567.83,MUMBAI,2016-08
T17684,C1041566,2016-08-19,23:52:17,1402.74,6516.58,KOLKATA,2016-08
T17685,C1045659,2016-08-06,16:17:10,1878.46,21291.56,NEW DELHI,2016-08
T17686,C1021691,2016-10-13,13:41:45,327.44,31601.2,KOLKATA,2016-10
T17687,C1027844,2016-10-18,12:21:22,316.83,82121.5,MUMBAI,2016-10
T17688,C1019228,2016-09-24,01:30:28,1301.27,14426.38,CHENNAI,2016-09
T17689,C1029926,2016-08-11,12:06:35,727.3,5228.82,AHMEDABAD,2016-08
T17690,C1038471,2016-10-02,20:48:20,399.46,8967.19,NEW DELHI,2016-10
T17691,C1024721,2016-08-30,22:05:00,1281.8,84162.61,KOLKATA,2016-08
T17692,C1001295,2016-10-30,14:52:32,830.84,30337.18,BANGALORE,2016-10
T17693,C1045455,2016-10-01,22:11:19,1209.59,28000.98,MUMBAI,2016-10
T17694,C1023655,2016-09-04,22:44:50,554.29,19579.08,NOIDA,2016-09
T17695,C1029344,2016-08-15,05:31:03,172.35,20259.79,PUNE,2016-08
T17696,C1045125,2016-08-09,21:43:16,676.51,16272.56,NOIDA,2016-08
T17697,C1037433,2016-09-29,05:35:50,265.26,6768.26,THANE,2016-09
T17698,C1024925,2016-10-02,19:32:58,287.74,67547.02,CHENNAI,2016-10
T17699,C1043153,2016-09-18,00:55:37,174.25,10165.15,MUMBAI,2016-09
T17700,C1008478,2016-10-06,18:32:45,232.82,21344.11,MUMBAI,2016-10
T17701,C1005264,2016-09-20,00:33:57,232.78,255477.09,PUNE,2016-09
T17702,C1031908,2016-09-04,09:42:22,4763.59,13918.71,PUNE,2016-09
T17703,C1040972,2016-09-18,00:34:06,276.55,154405.47,NEW DELHI,2016-09
T17704,C1003102,2016-09-30,01:17:51,244.57,6653.6,LUCKNOW,2016-09
T17705,C1046221,2016-08-05,20:15:50,842.29,2190.77,BANGALORE,2016-08
T17706,C1031559,2016-10-31,12:58:05,736.65,2008.17,HYDERABAD,2016-10
T17707,C1004456,2016-10-20,07:32:45,1124.09,5296.96,NEW DELHI,2016-10
T17708,C1009196,2016-09-21,00:14:39,442.58,91867.39,BANGALORE,2016-09
T17709,C1019798,2016-09-23,13:14:19,171.34,13533.6,NEW DELHI,2016-09
T17710,C1023801,2016-10-23,13:24:24,2653.12,20856.74,GURGAON,2016-10
T17711,C1020348,2016-08-23,11:46:38,90.26,6080.28,PUNE,2016-08
T17712,C1018239,2016-10-23,07:04:35,1194.67,39947.53,GURGAON,2016-10
T17713,C1037570,2016-08-05,17:34:16,1305.88,17679.61,JAIPUR,2016-08
T17714,C1021273,2016-10-12,13:47:54,1788.96,15099.87,PUNE,2016-10
T17715,C1027027,2016-09-26,21:53:02,199.7,12600.05,PUNE,2016-09
T17716,C1027818,2016-08-04,06:02:04,503.6,16523.77,PUNE,2016-08
T17717,C1038732,2016-09-12,11:31:36,393.49,8202.46,BANGALORE,2016-09
T17718,C1029033,2016-10-11,03:02:58,418.99,1902.21,INDORE,2016-10
T17719,C1023791,2016-09-08,01:26:00,107.51,54651.85,CHENNAI,2016-09
T17720,C1036687,2016-08-24,03:36:00,202.16,20090.28,BANGALORE,2016-08
T17721,C1049731,2016-08-12,16:53:18,1920.77,42961.0,BANGALORE,2016-08
T17722,C1044046,2016-09-28,23:54:55,185.23,4106.61,MUMBAI,2016-09
T17723,C1008482,2016-09-19,22:40:41,1336.98,10096.53,NOIDA,2016-09
T17724,C1036194,2016-10-21,05:55:13,2099.91,6751.36,NEW DELHI,2016-10
T17725,C1046965,2016-09-04,21:54:13,238.88,13523.17,BANGALORE,2016-09
T17726,C1019591,2016-10-13,23:13:46,773.65,57644.17,CHENNAI,2016-10
T17727,C1044036,2016-09-15,19:32:31,45.42,31535.18,KOLKATA,2016-09
T17728,C1015190,2016-10-15,12:15:16,466.59,10436.37,KOLKATA,2016-10
T17729,C1016645,2016-09-17,03:43:12,166.72,21254.6,PUNE,2016-09
T17730,C1013240,2016-08-23,05:17:12,300.03,59423.09,NOIDA,2016-08
T17731,C1028020,2016-08-21,16:52:07,759.51,12198.11,MUMBAI,2016-08
T17732,C1022898,2016-09-11,12:43:04,383.37,11842.0,BANGALORE,2016-09
T17733,C1037373,2016-08-08,03:05:49,1548.39,42005.74,NEW DELHI,2016-08
T17734,C1040225,2016-08-28,16:29:28,2648.17,18829.91,NEW DELHI,2016-08
T17735,C1000975,2016-09-18,18:03:37,1231.81,142607.35,GURGAON,2016-09
T17736,C1020056,2016-08-30,05:03:41,82.79,32788.57,CHENNAI,2016-08
T17737,C1034845,2016-08-19,20:00:01,1016.74,20587.65,PUNE,2016-08
T17738,C1022012,2016-09-04,08:36:04,408.04,116217.11,MUMBAI,2016-09
T17739,C1003488,2016-08-07,11:27:28,107.43,1406.57,MUMBAI,2016-08
T17740,C1030056,2016-09-16,03:01:11,293.86,5502.57,AHMEDABAD,2016-09
T17741,C1035238,2016-09-17,13:34:01,303.68,5823.11,INDORE,2016-09
T17742,C1027249,2016-08-27,21:54:14,768.34,7747.34,GURGAON,2016-08
T17743,C1046344,2016-09-18,04:13:14,113.28,7872.84,THANE,2016-09
T17744,C1005929,2016-09-10,22:20:41,267.52,568603.3,MUMBAI,2016-09
T17745,C1027231,2016-10-13,14:51:50,206.52,13657.85,PUNE,2016-10
T17746,C1042095,2016-10-10,05:30:28,919.31,31168.76,SURAT,2016-10
T17747,C1007975,2016-10-09,10:21:30,452.69,14665.07,MUMBAI,2016-10
T17748,C1036166,2016-08-05,01:38:13,783.93,3118.87,CHENNAI,2016-08
T17749,C1004083,2016-09-06,23:43:34,3321.68,28661.12,MUMBAI,2016-09
T17750,C1031278,2016-10-11,16:41:28,2177.16,7720.11,MUMBAI,2016-10
T17751,C1019088,2016-10-11,13:06:56,599.95,13082.49,THANE,2016-10
T17752,C1022283,2016-08-25,23:16:10,769.07,39544.89,BANGALORE,2016-08
T17753,C1006721,2016-08-15,17:40:47,76.54,111227.95,BANGALORE,2016-08
T17754,C1036302,2016-09-28,23:28:34,4737.36,11057.96,SURAT,2016-09
T17755,C1036364,2016-08-13,04:42:14,271.55,3796.37,MUMBAI,2016-08
T17756,C1032260,2016-10-13,15:41:56,56.58,32792.12,NEW DELHI,2016-10
T17757,C1020322,2016-08-25,00:21:41,283.69,99565.04,AHMEDABAD,2016-08
T17758,C1042189,2016-10-05,23:47:27,1131.71,71211.32,BANGALORE,2016-10
T17759,C1006845,2016-08-20,03:58:09,1327.81,12461.56,BANGALORE,2016-08
T17760,C1044392,2016-08-05,16:09:44,147.93,32004.21,HYDERABAD,2016-08
T17761,C1023822,2016-09-20,16:27:58,443.1,11895.6,GURGAON,2016-09
T17762,C1022844,2016-10-18,13:01:46,68.68,9457.65,MUMBAI,2016-10
T17763,C1022512,2016-10-20,20:01:30,553.01,28620.96,PUNE,2016-10
T17764,C1029326,2016-10-15,15:13:08,898.12,10782.32,NEW DELHI,2016-10
T17765,C1015180,2016-08-04,13:31:01,219.84,22758.4,BANGALORE,2016-08
T17766,C1037473,2016-08-21,14:20:42,8240.58,87656.24,HYDERABAD,2016-08
T17767,C1037402,2016-08-28,20:50:25,240.59,3041.7,KOLKATA,2016-08
T17768,C1021242,2016-08-07,11:15:39,631.85,72838.11,KOLKATA,2016-08
T17769,C1040444,2016-09-30,18:32:06,210.66,2412.66,MUMBAI,2016-09
T17770,C1039670,2016-10-07,21:31:03,152.52,7010.36,HYDERABAD,2016-10
T17771,C1036725,2016-10-20,23:33:25,131.81,59804.08,PUNE,2016-10
T17772,C1010401,2016-10-05,21:15:14,85.32,7529.98,THANE,2016-10
T17773,C1004661,2016-08-06,07:49:26,1802.44,21110.91,NEW DELHI,2016-08
T17774,C1030890,2016-09-07,20:49:10,1183.89,31266.76,JAIPUR,2016-09
T17775,C1035354,2016-09-06,08:21:25,1512.3,7840.93,HYDERABAD,2016-09
T17776,C1008284,2016-08-08,12:50:33,1563.53,5069.18,HYDERABAD,2016-08
T17777,C1004816,2016-09-14,15:44:50,103.98,4585.27,BANGALORE,2016-09
T17778,C1015514,2016-08-04,11:49:36,1330.54,4027.84,PUNE,2016-08
T17779,C1025208,2016-09-14,07:32:43,526.96,9361.28,BANGALORE,2016-09
T17780,C1039843,2016-10-05,23:11:36,67.85,9371.63,JAIPUR,2016-10
T17781,C1014191,2016-10-06,09:24:55,54.41,10485.65,MUMBAI,2016-10
T17782,C1048674,2016-09-19,10:13:01,146.01,7097.65,PUNE,2016-09
T17783,C1012577,2016-08-19,10:40:45,504.31,13642.23,BANGALORE,2016-08
T17784,C1021236,2016-08-01,03:35:33,648.38,41633.68,PUNE,2016-08
T17785,C1038942,2016-10-09,13:38:49,469.17,26168.22,NEW DELHI,2016-10
T17786,C1044018,2016-08-22,01:32:53,357.05,5614.25,MUMBAI,2016-08
T17787,C1027317,2016-09-18,13:55:58,4236.3,6076.46,HYDERABAD,2016-09
T17788,C1013482,2016-08-25,17:16:20,3196.44,5694.9,MUMBAI,2016-08
T17789,C1043564,2016-08-07,04:21:00,44.07,16579.29,PUNE,2016-08
T17790,C1041567,2016-08-21,00:00:33,84.6,1605.27,NOIDA,2016-08
T17791,C1020733,2016-09-09,06:40:56,647.58,5905.28,BANGALORE,2016-09
T17792,C1016212,2016-10-06,23:37:47,243.51,3160.17,PUNE,2016-10
T17793,C1025898,2016-10-08,19:20:21,117.87,10923.0,NEW DELHI,2016-10
T17794,C1016302,2016-10-20,08:36:53,360.96,30167.77,HYDERABAD,2016-10
T17795,C1045311,2016-10-30,19:35:55,722.52,61902.15,GURGAON,2016-10
T17796,C1012341,2016-09-28,15:32:07,240.92,11307.48,AHMEDABAD,2016-09
T17797,C1002104,2016-08-17,13:49:17,378.86,6626.25,MUMBAI,2016-08
T17798,C1036309,2016-08-22,14:40:22,928.52,10973.55,INDORE,2016-08
T17799,C1029667,2016-10-29,23:19:17,2305.29,119996.05,NEW DELHI,2016-10
T17800,C1028082,2016-09-13,14:34:55,1116.02,9705.78,NEW DELHI,2016-09
T17801,C1044023,2016-08-01,18:54:38,1832.44,4048.24,NEW DELHI,2016-08
T17802,C1049035,2016-08-24,05:52:37,919.41,14818.49,NOIDA,2016-08
T17803,C1037635,2016-09-29,15:50:04,529.89,21676.41,CHENNAI,2016-09
T17804,C1041509,2016-09-02,19:03:10,402.97,8860.81,HYDERABAD,2016-09
T17805,C1035349,2016-10-06,03:58:08,78.57,155349.65,HYDERABAD,2016-10
T17806,C1049207,2016-08-26,17:43:24,455.59,37791.14,LUCKNOW,2016-08
T17807,C1028002,2016-08-23,15:46:03,797.97,23147.94,PUNE,2016-08
T17808,C1012942,2016-09-12,10:37:39,1892.58,12654.43,BANGALORE,2016-09
T17809,C1006667,2016-10-30,12:46:00,683.98,8643.67,NOIDA,2016-10
T17810,C1013911,2016-10-24,18:51:45,1496.37,10246.47,BANGALORE,2016-10
T17811,C1019093,2016-09-09,13:52:58,1189.32,19528.33,BANGALORE,2016-09
T17812,C1005802,2016-10-24,19:10:19,424.37,7525.12,THANE,2016-10
T17813,C1009460,2016-10-27,23:52:00,27.78,5767.77,MUMBAI,2016-10
T17814,C1018395,2016-09-06,02:40:28,36.41,7452.49,GURGAON,2016-09
T17815,C1032902,2016-09-03,14:09:32,147.05,11084.51,HYDERABAD,2016-09
T17816,C1015107,2016-08-27,01:16:08,298.78,18839.34,NEW DELHI,2016-08
T17817,C1032632,2016-09-26,00:35:47,1630.69,12973.08,CHENNAI,2016-09
T17818,C1000521,2016-10-10,19:51:04,924.43,21620.33,INDORE,2016-10
T17819,C1019798,2016-10-18,10:31:03,265.95,12925.35,NEW DELHI,2016-10
T17820,C1035141,2016-09-21,10:32:01,309.95,56213.0,MUMBAI,2016-09
T17821,C1035502,2016-09-13,20:39:06,885.19,19949.54,MUMBAI,2016-09
T17822,C1042224,2016-09-07,21:18:12,1482.86,4287.51,JAIPUR,2016-09
T17823,C1045071,2016-09-15,13:50:32,202.33,1439.34,MUMBAI,2016-09
T17824,C1006494,2016-08-27,01:45:20,3982.53,295.61,MUMBAI,2016-08
T17825,C1014418,2016-08-15,07:44:38,1738.14,23931.24,PUNE,2016-08
T17826,C1012155,2016-08-04,17:12:35,398.12,28222.92,BANGALORE,2016-08
T17827,C1015231,2016-08-01,19:17:08,238.49,75863.44,KOLKATA,2016-08
T17828,C1016083,2016-09-19,15:44:10,367.81,3800.68,THANE,2016-09
T17829,C1040356,2016-08-01,06:19:36,155.52,41046.19,THANE,2016-08
T17830,C1028334,2016-10-31,10:54:53,205.24,7376.91,BANGALORE,2016-10
T17831,C1039247,2016-08-30,08:14:00,748.1,5764.85,MUMBAI,2016-08
T17832,C1044854,2016-08-29,23:09:16,1086.82,41263.03,CHENNAI,2016-08
T17833,C1027113,2016-10-23,04:16:00,2140.93,929.95,MUMBAI,2016-10
T17834,C1030993,2016-10-25,05:26:27,1007.94,10304.94,JAIPUR,2016-10
T17835,C1016419,2016-09-20,00:56:53,254.23,14765.55,MUMBAI,2016-09
T17836,C1009962,2016-08-23,18:00:59,43.41,6978.74,MUMBAI,2016-08
T17837,C1043815,2016-10-05,15:04:35,274.26,4294.2,KOLKATA,2016-10
T17838,C1000136,2016-10-06,05:07:33,2202.51,23780.15,HYDERABAD,2016-10
T17839,C1013630,2016-10-13,18:55:11,869.2,34912.57,BANGALORE,2016-10
T17840,C1009107,2016-10-30,02:31:48,900.92,3603.48,CHENNAI,2016-10
T17841,C1000212,2016-09-12,09:21:41,328.35,16262.08,BANGALORE,2016-09
T17842,C1011606,2016-08-21,07:31:41,77.08,18906.97,CHENNAI,2016-08
T17843,C1039892,2016-08-13,13:19:43,491.22,17315.29,CHENNAI,2016-08
T17844,C1027172,2016-09-12,04:39:17,201.31,29620.22,PUNE,2016-09
T17845,C1031689,2016-09-28,20:35:47,859.78,63431.8,NEW DELHI,2016-09
T17846,C1012001,2016-09-05,13:29:12,412.07,160438.1,KOLKATA,2016-09
T17847,C1006725,2016-08-13,22:01:02,1004.36,873.43,THANE,2016-08
T17848,C1029146,2016-08-18,16:29:19,2786.37,45787.15,BANGALORE,2016-08
T17849,C1004636,2016-10-30,04:19:55,1130.97,11475.22,PUNE,2016-10
T17850,C1047416,2016-10-22,08:36:30,488.46,19678.91,JAIPUR,2016-10
T17851,C1010236,2016-09-29,03:50:27,634.56,47215.82,NOIDA,2016-09
T17852,C1034573,2016-09-16,21:03:35,178.28,8878.96,GURGAON,2016-09
T17853,C1033642,2016-10-13,04:28:26,2596.56,54357.77,PUNE,2016-10
T17854,C1015957,2016-09-18,00:00:30,70.16,544501.1,NEW DELHI,2016-09
T17855,C1017388,2016-10-07,13:29:27,1828.9,29930.67,AHMEDABAD,2016-10
T17856,C1007801,2016-10-30,21:43:25,1446.89,7764.6,HYDERABAD,2016-10
T17857,C1019325,2016-09-26,15:42:58,1714.59,76389.6,CHENNAI,2016-09
T17858,C1026857,2016-10-06,04:48:51,72.47,13834.99,AHMEDABAD,2016-10
T17859,C1036015,2016-09-16,19:06:02,892.4,11602.28,BANGALORE,2016-09
T17860,C1017760,2016-10-04,19:00:10,511.99,33426.23,MUMBAI,2016-10
T17861,C1025111,2016-09-02,14:46:26,1404.66,8717.29,SURAT,2016-09
T17862,C1044039,2016-09-13,20:13:13,92.08,30499.95,MUMBAI,2016-09
T17863,C1029002,2016-08-04,20:34:42,1791.23,27822.26,KOLKATA,2016-08
T17864,C1020888,2016-09-28,18:05:18,1097.8,87021.33,NEW DELHI,2016-09
T17865,C1011851,2016-08-12,09:52:29,194.72,7675.3,BANGALORE,2016-08
T17866,C1037980,2016-10-16,15:55:36,134.87,48470.21,NEW DELHI,2016-10
T17867,C1036174,2016-10-02,05:39:09,783.27,1782.16,PUNE,2016-10
T17868,C1031741,2016-10-24,11:46:52,94.67,21724.12,HYDERABAD,2016-10
T17869,C1034089,2016-10-28,07:00:36,346.93,19426.57,CHENNAI,2016-10
T17870,C1030658,2016-09-26,16:20:35,785.23,14451.9,MUMBAI,2016-09
T17871,C1025126,2016-08-17,15:53:02,219.0,1336.82,MUMBAI,2016-08
T17872,C1022140,2016-08-10,06:50:26,243.05,33504.14,THANE,2016-08
T17873,C1042293,2016-10-07,08:28:22,322.76,1853.5,HYDERABAD,2016-10
T17874,C1010837,2016-10-11,21:32:58,4287.79,7427.25,BANGALORE,2016-10
T17875,C1019964,2016-10-31,06:54:32,208.5,23785.06,KOLKATA,2016-10
T17876,C1029098,2016-09-18,03:34:59,163.88,11181.16,CHENNAI,2016-09
T17877,C1022643,2016-09-17,15:39:33,173.03,18089.31,PUNE,2016-09
T17878,C1000673,2016-09-26,11:00:33,723.86,11109.35,SURAT,2016-09
T17879,C1029796,2016-09-10,18:38:00,918.67,2638.43,BANGALORE,2016-09
T17880,C1031209,2016-10-28,12:31:06,174.0,182243.2,THANE,2016-10
T17881,C1040001,2016-08-01,03:57:26,213.51,47606.93,LUCKNOW,2016-08
T17882,C1028905,2016-09-12,11:27:33,4593.5,29746.16,CHENNAI,2016-09
T17883,C1047110,2016-10-22,16:21:30,781.96,8382.17,MUMBAI,2016-10
T17884,C1009120,2016-09-05,11:13:06,2830.37,25803.94,LUCKNOW,2016-09
T17885,C1031180,2016-08-04,21:37:40,215.6,19601.68,KOLKATA,2016-08
T17886,C1008080,2016-09-20,00:45:43,4064.77,364357.36,MUMBAI,2016-09
T17887,C1047465,2016-08-25,18:41:41,465.59,19367.01,BANGALORE,2016-08
T17888,C1012854,2016-08-28,16:33:08,427.97,5045.32,NOIDA,2016-08
T17889,C1017590,2016-09-09,11:01:46,3756.19,6016.45,BANGALORE,2016-09
T17890,C1031409,2016-10-28,04:28:06,246.57,18404.18,PUNE,2016-10
T17891,C1037266,2016-09-20,09:40:38,568.9,4872.67,MUMBAI,2016-09
T17892,C1016532,2016-08-27,19:17:15,117.75,2457.17,GURGAON,2016-08
T17893,C1032955,2016-10-21,14:22:10,1104.58,46837.1,INDORE,2016-10
T17894,C1005843,2016-08-30,22:46:26,111.12,24254.64,THANE,2016-08
T17895,C1024968,2016-10-04,16:35:46,206.39,11731.38,NOIDA,2016-10
T17896,C1019062,2016-09-01,22:16:51,609.26,19117.29,PUNE,2016-09
T17897,C1003632,2016-10-10,21:17:08,366.52,2897.61,THANE,2016-10
T17898,C1014777,2016-08-15,14:42:05,150.37,14344.23,BANGALORE,2016-08
T17899,C1026386,2016-09-13,06:03:37,15514.24,37685.13,BANGALORE,2016-09
T17900,C1033209,2016-10-30,12:53:17,576.8,34750.19,BANGALORE,2016-10
T17901,C1013641,2016-10-28,04:14:41,968.37,4547.26,BANGALORE,2016-10
T17902,C1038601,2016-10-20,18:51:36,411.6,25026.91,MUMBAI,2016-10
T17903,C1034247,2016-10-05,06:10:39,65.88,5533.99,NEW DELHI,2016-10
T17904,C1031968,2016-09-16,14:30:43,202.49,7162.1,CHENNAI,2016-09
T17905,C1011286,2016-09-13,11:24:06,174.32,144329.8,HYDERABAD,2016-09
T17906,C1037207,2016-10-08,02:01:05,1978.5,1777.59,PUNE,2016-10
T17907,C1046633,2016-09-11,11:07:55,122.2,12452.5,HYDERABAD,2016-09
T17908,C1049924,2016-08-24,17:19:47,128.12,12973.92,HYDERABAD,2016-08
T17909,C1034931,2016-10-02,09:45:49,2028.62,7415.26,NEW DELHI,2016-10
T17910,C1025366,2016-10-05,14:10:21,267.58,10111.42,BANGALORE,2016-10
T17911,C1012914,2016-10-19,05:53:37,823.7,31572.88,CHENNAI,2016-10
T17912,C1002031,2016-08-06,04:46:10,414.4,4227.77,MUMBAI,2016-08
T17913,C1025164,2016-08-26,09:17:59,530.48,8380.15,NEW DELHI,2016-08
T17914,C1032945,2016-08-07,20:21:25,77.49,33687.61,CHENNAI,2016-08
T17915,C1033277,2016-09-12,07:48:45,321.24,7501.43,HYDERABAD,2016-09
T17916,C1049233,2016-08-07,06:36:39,2843.39,12952.49,HYDERABAD,2016-08
T17917,C1010866,2016-09-25,00:37:50,152.3,17364.23,MUMBAI,2016-09
T17918,C1005594,2016-09-11,14:45:08,297.49,43490.77,AHMEDABAD,2016-09
T17919,C1037280,2016-08-12,23:08:55,4848.66,11384.53,BANGALORE,2016-08
T17920,C1012555,2016-10-07,05:08:17,551.31,246794.0,GURGAON,2016-10
T17921,C1018277,2016-08-10,02:31:25,205.51,87008.72,AHMEDABAD,2016-08
T17922,C1025439,2016-09-10,15:02:56,1045.12,16214.82,JAIPUR,2016-09
T17923,C1010444,2016-08-24,09:14:00,114.94,69280.91,NOIDA,2016-08
T17924,C1015833,2016-10-25,17:32:37,144.94,8559.47,CHENNAI,2016-10
T17925,C1012709,2016-08-08,02:21:53,17.84,14706.5,NOIDA,2016-08
T17926,C1023116,2016-08-23,04:58:21,874.55,26187.11,BANGALORE,2016-08
T17927,C1028014,2016-10-27,13:32:43,298.65,18434.69,PUNE,2016-10
T17928,C1000837,2016-08-22,23:18:03,562.19,8403.65,MUMBAI,2016-08
T17929,C1013517,2016-10-24,13:48:05,635.14,16680.49,BANGALORE,2016-10
T17930,C1043123,2016-10-22,05:59:50,619.04,42891.5,HYDERABAD,2016-10
T17931,C1002596,2016-10-08,22:37:24,28.55,54179.75,MUMBAI,2016-10
T17932,C1000352,2016-09-09,20:23:56,43.97,43221.45,KOLKATA,2016-09
T17933,C1048802,2016-09-08,20:12:51,26.52,16473.17,MUMBAI,2016-09
T17934,C1013415,2016-08-28,11:41:08,46.19,21547.55,CHENNAI,2016-08
T17935,C1039078,2016-10-20,23:55:59,204.88,11295.21,CHENNAI,2016-10
T17936,C1011310,2016-08-18,05:10:11,324.49,27247.05,MUMBAI,2016-08
T17937,C1025646,2016-08-24,06:12:23,360.51,19510.51,THANE,2016-08
T17938,C1037901,2016-10-31,04:01:51,517.86,30459.98,HYDERABAD,2016-10
T17939,C1008621,2016-08-26,12:33:23,2401.29,11103.69,BANGALORE,2016-08
T17940,C1004000,2016-08-03,04:55:54,773.65,9734.66,MUMBAI,2016-08
T17941,C1017607,2016-08-07,15:56:23,306.1,22361.85,BANGALORE,2016-08
T17942,C1008826,2016-08-30,06:54:24,448.66,3163.04,MUMBAI,2016-08
T17943,C1009082,2016-08-05,09:16:09,797.58,1676.22,PUNE,2016-08
T17944,C1046382,2016-10-15,07:53:25,1231.19,61309.99,HYDERABAD,2016-10
T17945,C1046565,2016-08-01,14:21:21,3205.98,54418.05,THANE,2016-08
T17946,C1011160,2016-09-24,19:07:28,542.07,9770.43,NEW DELHI,2016-09
T17947,C1015379,2016-08-31,07:20:46,1022.02,129625.48,MUMBAI,2016-08
T17948,C1046892,2016-09-19,01:02:00,877.58,19820.8,HYDERABAD,2016-09
T17949,C1047120,2016-09-06,10:26:33,931.18,19989.25,MUMBAI,2016-09
T17950,C1049881,2016-09-09,16:48:15,185.45,40525.03,BANGALORE,2016-09
T17951,C1012791,2016-08-02,00:51:17,199.47,26211.25,MUMBAI,2016-08
T17952,C1039218,2016-10-26,14:05:38,8262.37,17960.76,MUMBAI,2016-10
T17953,C1017764,2016-08-14,22:44:43,90.14,38536.9,KOLKATA,2016-08
T17954,C1042348,2016-10-02,10:24:57,389.6,14375.52,MUMBAI,2016-10
T17955,C1004770,2016-10-27,00:56:51,143.96,2788.38,GURGAON,2016-10
T17956,C1018816,2016-08-11,09:49:13,121.44,4136.22,NEW DELHI,2016-08
T17957,C1029836,2016-10-27,04:47:36,414.41,29476.34,THANE,2016-10
T17958,C1038362,2016-09-01,04:03:24,1263.06,80418.79,SURAT,2016-09
