TransactionID,CustomerID,CustomerDOB,CustGender,CustLocation,CustAccountBalance,TransactionDate,TransactionTime,TransactionAmount (INR)
T12005,C1044474,17/5/1987,F,NOIDA,20360.00,14/9/16,123543,1260.41
T12006,C1012886,23/5/1977,M,CHENNAI,14907.68,9/9/16,83536,2333.67
T12007,C1004951,14/2/1970,F,GURGAON,15019.56,2/10/16,193114,149.81
T12008,C1025984,11/8/1990,F,MUMBAI,6043.35,18/8/16,105514,2017.62
T12009,C1036584,4/8/1981,M,NEW DELHI,14835.63,8/10/16,101254,598.07
T12010,C1040243,9/8/1979,M,PUNE,8352.46,6/10/16,182428,519.38
T12011,C1021258,20/5/1982,M,MUMBAI,4663.61,29/8/16,203552,349.84
T12012,C1027965,2/5/1992,F,MUMBAI,23603.10,2/8/16,133156,380.87
T12013,C1047492,10/5/1952,M,NEW DELHI,17598.55,20/8/16,232034,1765.41
T12014,C1038157,18/2/1995,M,CHENNAI,14511.01,18/9/16,122056,3465.49
T12015,C1000783,1/1/1984,M,JAIPUR,29114.78,2/9/16,71242,377.55
T12016,C1018948,1/5/1967,M, NEW DELHI ,2243.53,27/10/16,51707,778.14
T12017,C1001665,5/5/1978,M,HYDERABAD,1680.72,14/8/16,2114,36.61
T12018,C1044843,14/3/1960,M,LUCKNOW,21782.12,26/8/16,85424,574.05
T12019,C1019383,14/12/1997,F, CHENNAI ,9887.84,28/9/16,150327,518.07
T12020,C1013301,22/12/1972,M,CHENNAI,40417.21,9/9/16,10458,1940.10
T12021,C1007435,22/2/1970,M,NEW DELHI,44215.59,25/10/16,202310,247.42
T12022,C1005557,15/1/1970,F,MUMBAI,13040.41,1/9/16,121037,1090.61
T12023,C1016734,11/3/1954,F,BANGALORE,2752.68,27/9/16,50149,351.49
T12024,C1011247,11/5/1992,M,MUMBAI,55440.87,9/10/16,123657,238.38
T12025,C1018021,5/2/1957,M,new delhi,19356.36,13/9/16,203559,258.66
T12026,C1040324,22/5/1973,M,HYDERABAD,24155.52,24/8/16,20952,417.13
T12027,C1029236,4/6/1995,M,GURGAON,13920.89,6/8/16,163919,456.59
T12028,C1010233,28/9/1967,F,NEW DELHI,19942.83,13/8/16,31745,118.57
T12029,C1049968,4/4/1979,M,KOLKATA,23226.65,25/8/16,182012,77.76
T12030,C1020600,1/1/1800,M,MUMBAI,21667.86,4/9/16,620,230.17
T12031,C1017352,21/10/1980,M,MUMBAI,20329.02,12/9/16,145604,652.04
T12032,C1048543,21/1/1988,M,LUCKNOW,9726.21,13/10/16,80809,174.70
T12033,C1009193,24/7/1955,M,CHENNAI,5855.45,6/9/16,61637,186.03
T12034,C1031968,28/5/1962,M,CHENNAI,6718.35,27/10/16,190121,30.46
T12035,C1008321,12/12/1952,F,CHENNAI,19462.48,8/8/16,130603,457.19
T12036,C1005783,19/12/1966,M,NEW DELHI,5396.15,16/9/16,25831,815.29
T12037,C1004021,20/12/1991,M,CHENNAI,9680.17,24/8/16,142245,1095.93
T12038,C1012012,3/12/1998,M,bangalore,75850.66,3/8/16,84602,245.86
T12039,C1032507,19/3/1960,M,HYDERABAD,46826.57,17/9/16,81052,139.76
T12040,C1032986,13/11/1978,M,PATNA,26174.21,9/8/16,100043,1428.65
T12041,C1031864,25/3/1995,M,KOLKATA,10732.56,19/8/16,73340,1080.25
T12042,C1011608,24/6/1983,F,MUMBAI,59.57,19/9/16,215254,145.72
T12043,C1047048,15/8/1980,F,PUNE,6565.93,18/8/16,114341,1213.79
T12044,C1043961,4/6/1998,M,GURGAON,25307.32,1/9/16,170540,53.42
T12045,C1002015,26/4/1955,M,MUMBAI,9021.96,11/9/16,121154,102.29
T12046,C1021077,24/10/1979,M,CHENNAI,5283.69,22/8/16,211334,61.80
T12047,C1020773,10/8/1988,M,PUNE,10863.75,14/10/16,72717,1084.71
T12048,C1047542,10/12/1951,M,HYDERABAD,6092.29,27/9/16,151535,1407.36
T12049,C1032530,4/7/1958,F,MUMBAI,18805.67,8/8/16,153300,1617.94
T12050,C1042821,12/9/1996,M,GURGAON,106532.01,19/10/16,212840,1722.67
T12051,C1001308,6/12/1979,M,MUMBAI,17314.53,25/9/16,205409,3261.39
T12052,C1031222,15/12/1990,M,kolkata,1342.09,28/9/16,144826,78.45
T12053,C1003119,22/6/1963,M,MUMBAI,2305.40,24/10/16,165557,86.93
T12054,C1040693,1/1/1800,M,MUMBAI,6570.47,2/8/16,14238,345.19
T12055,C1019127,14/4/1991,M,MUMBAI,141861.47,9/9/16,75154,4066.19
T12056,C1048766,8/5/1966,F,HYDERABAD,27124.79,27/8/16,154315,1072.44
T12057,C1033936,1/10/1971,M,GURGAON,6661.09,22/10/16,102653,275.74
T12058,C1026758,11/7/1990,F,THANE,37450.20,13/9/16,170546,494.26
T12059,C1015381,1/1/1800,F,MUMBAI,17657.50,6/8/16,211921,205.97
T12060,C1041628,4/3/1973,M,BANGALORE,8654.24,8/8/16,160516,3602.67
T12061,C1000980,25/10/1996,M,BANGALORE,58962.67,21/8/16,61613,14.21
T12062,C1038233,19/4/1958,M,BANGALORE,41107.51,16/9/16,110453,726.62
T12063,C1027273,10/8/1998,F,MUMBAI,19562.51,5/8/16,13817,801.71
T12064,C1040943,7/3/1996,M,BANGALORE,14262.90,22/9/16,112536,170.01
T12065,C1022200,23/11/1994,M,CHENNAI,8065.76,31/10/16,53609,373.49
T12066,C1022676,17/10/1986,M,JAIPUR,28391.69,22/8/16,63209,777.14
T12067,C1021341,3/7/1965,F,MUMBAI,13135.97,6/9/16,114756,569.41
T12068,C1026494,8/12/1954,M,BANGALORE,5961.95,17/9/16,162456,295.95
T12069,C1026920,16/8/1988,F,HYDERABAD,5540.44,13/8/16,30215,240.21
T12070,C1003617,15/9/1967,M,BANGALORE,61471.21,7/8/16,103041,152.58
T12071,C1049407,8/8/1957,M,THANE,4577.92,15/9/16,3503,962.16
T12072,C1006617,8/4/1987,M,PUNE,10154.79,15/9/16,160527,80.02
T12073,C1035342,10/3/1985,M,HYDERABAD,15439.99,30/8/16,180358,132.95
T12074,C1049749,1/1/1962,M,NEW DELHI,5661.34,16/8/16,154649,3405.33
T12075,C1023458,1/8/1964,M,MUMBAI,48288.58,25/10/16,215544,457.48
T12076,C1045704,6/7/1975,M,MUMBAI,9909.78,20/8/16,145225,272.56
T12077,C1014391,18/9/1997,F,CHENNAI,48578.57,20/8/16,193656,1120.09
T12078,C1018503,3/1/1975,M,THANE,23883.41,23/8/16,95020,2879.86
T12079,C1004702,26/11/1991,M,surat,6231.47,14/10/16,53727,45.02
T12080,C1015399,5/6/1964,M,CHENNAI,5540.03,3/8/16,55427,1885.71
T12081,C1014816,16/8/1953,M,NEW DELHI,6843.52,25/10/16,142200,1725.44
T12082,C1027835,5/5/1981,M,THANE,6963.70,1/10/16,93256,644.04
T12083,C1023611,22/1/1979,M,THANE,41281.57,6/10/16,100356,330.47
T12084,C1040107,12/6/1997,M,KOLKATA,29502.30,14/8/16,103900,413.05
T12085,C1035031,24/4/1973,F,AHMEDABAD,64007.03,24/9/16,121810,60.04
T12086,C1034810,1/1/1800,F,HYDERABAD,3720.68,3/8/16,152504,552.19
T12087,C1029633,17/5/1985,M,NEW DELHI,13426.43,20/9/16,205023,1629.24
T12088,C1007163,1/1/1800,F,BANGALORE,15788.64,6/8/16,11528,27.93
T12089,C1044672,10/10/1966,M,GURGAON,38122.86,13/9/16,165219,129.91
T12090,C1008892,3/11/1991,M,BANGALORE,23597.98,20/8/16,135141,994.73
T12091,C1029990,1/1/1800,M,CHENNAI,77329.80,15/10/16,225608,744.53
T12092,C1020383,25/9/1974,F, MUMBAI ,13755.64,23/9/16,72545,226.07
T12093,C1049388,14/9/1971,M,HYDERABAD,16470.14,22/9/16,63927,2917.45
T12094,C1044263,26/9/1958,M,PUNE,1776.89,19/8/16,125645,26.89
T12095,C1022748,4/11/1997,M,MUMBAI,7382.34,11/8/16,165647,2054.13
T12096,C1048872,1/1/1991,M,KOLKATA,13963.75,2/9/16,141004,48.91
T12097,C1020958,4/2/1988,M,HYDERABAD,6195.37,26/8/16,122959,1428.67
T12098,C1018405,4/12/1952,F,BANGALORE,37845.86,16/8/16,114740,56.07
T12099,C1049686,17/2/1990,M,HYDERABAD,2585.59,30/10/16,130736,503.35
T12100,C1010226,1/1/1800,M,MUMBAI,64793.76,22/8/16,183149,941.42
T12101,C1046368,9/11/1958,M,PUNE,52146.70,30/10/16,82022,130.42
T12102,C1043484,21/6/1966,F,THANE,29979.42,10/10/16,24045,700.94
T12103,C1049357,7/6/1990,M,PUNE,63896.92,13/8/16,102412,268.17
T12104,C1040418,8/8/1985,M,HYDERABAD,15052.85,17/10/16,71215,751.82
T12105,C1025484,23/6/1996,M,MUMBAI,29519.28,3/10/16,234556,721.89
T12106,C1002095,1/1/1800,M,CHENNAI,14827.48,10/10/16,201041,561.65
T12107,C1032974,23/4/1993,M,CHENNAI,11858.96,20/8/16,154953,603.96
T12108,C1047680,1/1/1800,F,SURAT,4084.67,27/8/16,221140,1226.39
T12109,C1029177,14/11/1993,M,jaipur,12862.50,21/9/16,125244,4121.46
T12110,C1039184,6/6/1977,M,HYDERABAD,14764.04,16/8/16,234007,273.29
T12111,C1043139,11/6/1988,M,HYDERABAD,9197.27,22/10/16,22438,4446.58
T12112,C1018814,27/5/1964,M,MUMBAI,9063.55,22/10/16,82353,1012.07
T12113,C1019150,13/7/1974,M,BANGALORE,104063.87,26/10/16,54500,240.81
T12114,C1002854,5/5/1954,M,GURGAON,9914.04,25/9/16,113741,89.87
T12115,C1013158,1/1/1800,M,SURAT,78632.23,5/8/16,152138,68.05
T12116,C1021035,15/5/1971,M,BANGALORE,22743.58,22/8/16,234542,1829.00
T12117,C1025394,,M,NEW DELHI,7163.87,20/9/16,131849,440.60
T12118,C1016909,2/11/1995,M,PUNE,1346.73,1/8/16,51623,1222.33
T12119,C1013594,23/5/1976,M,chennai,28142.60,27/8/16,53811,6931.28
T12120,C1039552,28/5/1959,M,JAIPUR,37135.92,30/8/16,21757,336.79
T12121,C1018987,8/11/1967,F,MUMBAI,4165.42,20/10/16,92541,257.50
T12122,C1029302,9/6/1958,,CHENNAI,16944.20,12/8/16,65116,1934.68
T12123,C1015065,17/8/1979,M,HYDERABAD,11542.23,13/10/16,211430,216.07
T12124,C1025807,6/9/1969,M,CHENNAI,25634.47,7/9/16,214836,91.35
T12125,C1036193,9/7/1967,M,PUNE,14620.83,26/10/16,90033,173.48
T12126,C1027851,8/3/1953,F,MUMBAI,5239.80,26/10/16,185424,2326.36
T12127,C1022423,3/6/1989,M,CHENNAI,47956.95,6/9/16,231230,219.27
T12128,C1012050,3/8/1976,M,HYDERABAD,8698.63,18/9/16,112127,1309.46
T12129,C1003363,,M,HYDERABAD,21721.08,6/9/16,31453,372.18
T12130,C1031439,4/12/1955,M,JAIPUR,59730.46,11/9/16,33258,320.32
T12131,C1022607,8/5/1951,M,SURAT,14121.05,17/8/16,201449,122.47
T12132,C1023948,25/12/1962,M,CHENNAI,5661.54,21/10/16,21630,106.59
T12133,C1034674,15/1/1976,M,BANGALORE,35779.14,15/8/16,120422,2790.71
T12134,C1022600,16/4/1975,M,MUMBAI,479223.29,22/8/16,1142,12.10
T12135,C1030828,3/7/1975,M,NEW DELHI,42533.67,20/10/16,34011,260.77
T12136,C1003507,23/5/1961,F,MUMBAI,57698.29,30/8/16,152953,613.74
T12137,C1003145,,M,NOIDA,5610.96,5/9/16,1912,652.48
T12138,C1033289,1/1/1800,M,kolkata,593010.63,25/8/16,73315,232.57
T12139,C1021160,1/1/1955,F,THANE,17605.67,28/8/16,162307,409.24
T12140,C1006144,25/2/1957,M,MUMBAI,30491.47,23/8/16,85330,414.29
T12141,C1041789,8/10/1974,F,PUNE,16375.89,16/8/16,230123,2015.58
T12142,C1045611,18/7/1985,M,MUMBAI,23788.42,1/9/16,55624,997.96
T12143,C1007168,2/2/1957,M,BANGALORE,17543.77,30/8/16,53634,754.91
T12144,C1026130,20/11/1964,M,GURGAON,7315.16,9/10/16,173834,172.97
T12145,C1012220,8/10/1980,F,LUCKNOW,12165.42,15/8/16,103240,115.93
T12146,C1003872,7/9/1964,F,NEW DELHI,18778.23,18/10/16,224752,517.70
T12147,C1043873,2/5/1989,F,CHENNAI,32261.96,9/8/16,101610,99.98
T12148,C1022884,11/5/1972,M,NEW DELHI,29955.12,9/10/16,140239,542.41
T12149,C1000533,14/5/1979,F,SURAT,17715.14,29/10/16,223507,137.22
T12150,C1023924,28/12/1988,M,THANE,12849.75,7/9/16,41650,127.65
T12151,C1043880,5/4/1983,F,KOLKATA,25623.51,20/10/16,220919,60.19
T12152,C1028861,17/2/1998,M,GURGAON,16450.55,25/10/16,1111,861.75
T12153,C1047600,15/1/1995,M,KOLKATA,12216.88,28/10/16,100757,66.96
T12154,C1020703,13/11/1981,M,NOIDA,44897.61,26/8/16,200422,683.73
T12155,C1016476,28/1/1958,F,BANGALORE,6944.17,9/9/16,104502,220.93
T12156,C1029841,23/8/1954,M,pune,5455.95,25/8/16,74806,1719.06
T12157,C1037564,12/4/1972,,MUMBAI,10597.07,14/10/16,181846,841.41
T12158,C1007381,21/1/1966,M,BANGALORE,48233.80,11/10/16,81404,807.71
T12159,C1001623,3/1/1968,M,CHENNAI,17002.24,15/9/16,100910,128.63
T12160,C1047643,5/2/1973,F,GURGAON,7496.67,25/8/16,20738,776.88
T12161,C1023575,15/5/1989,M,BANGALORE,47789.12,4/9/16,113442,668.47
T12162,C1029004,27/12/1959,M,GURGAON,7663.08,12/10/16,34841,223.88
T12163,C1005189,13/7/1952,M,BANGALORE,52424.87,12/9/16,45757,759.94
T12164,C1032089,2/11/1965,F,NEW DELHI,25414.35,21/8/16,210656,4155.39
T12165,C1021125,1/6/1951,M,BANGALORE,46533.50,17/10/16,180932,386.54
T12166,C1006090,28/5/1968,M,GURGAON,5216.91,20/8/16,25855,533.65
T12167,C1017513,25/2/1993,F, PUNE ,59629.55,22/8/16,152718,440.61
T12168,C1022089,1/1/1800,F,mumbai,4709.58,10/9/16,230218,216.44
T12169,C1006986,1/1/1800,M,BANGALORE,43724.41,28/10/16,80700,722.93
T12170,C1024544,1/1/1800,M,GURGAON,2255.12,2/8/16,64704,632.62
T12171,C1001378,9/11/1970,F,HYDERABAD,46132.62,29/10/16,183307,243.12
T12172,C1028753,17/8/1962,M,MUMBAI,6376.58,28/9/16,103343,453.59
T12173,C1007596,1/1/1800,M,NOIDA,32171.28,31/8/16,84833,197.74
T12174,C1038531,1/1/1800,M,PUNE,10635.30,7/8/16,224435,4448.13
T12175,C1026336,18/11/1989,M,GURGAON,6456.01,6/10/16,211345,1502.87
T12176,C1029313,15/3/1966,F,gurgaon,108858.98,16/10/16,191944,837.18
T12177,C1032267,2/2/1957,F,HYDERABAD,11104.63,16/8/16,230554,576.47
T12178,C1033000,1/1/1956,M,HYDERABAD,10436.67,7/9/16,143134,498.97
T12179,C1027023,5/5/1974,F,NEW DELHI,11946.01,24/10/16,200748,320.01
T12180,C1031643,3/10/1996,M,MUMBAI,46698.58,23/8/16,12339,146.41
T12181,C1003479,15/4/1977,M, HYDERABAD ,7910.74,2/10/16,205316,430.67
T12182,C1044401,23/9/1984,M,HYDERABAD,7939.23,11/8/16,160115,451.12
T12183,C1047984,5/5/1992,M,PUNE,9048.68,25/10/16,12240,87.44
T12184,C1031281,21/7/1959,M,THANE,9280.38,16/10/16,165218,457.43
T12185,C1020812,21/9/1955,F,GURGAON,4839.12,26/10/16,50440,1820.99
T12186,C1019398,21/10/1965,F,GURGAON,9844.49,16/10/16,85625,328.62
T12187,C1036327,14/2/1976,M,ahmedabad,2109.52,23/9/16,194128,251.28
T12188,C1040814,4/9/1978,M,GURGAON,47202.22,9/8/16,84309,889.31
T12189,C1027311,5/9/1955,M,MUMBAI,36438.12,23/10/16,24210,181.32
T12190,C1020796,19/5/1961,M,JAIPUR,17444.06,22/10/16,81145,583.19
T12191,C1017529,21/5/1986,F,GURGAON,15847.30,15/8/16,153736,1169.62
T12192,C1049752,12/8/1965,F,MUMBAI,4138.01,23/10/16,93818,167.25
T12193,C1015916,1/1/1800,M, SURAT ,20183.92,15/8/16,65748,226.45
T12194,C1049759,13/10/1963,M,THANE,18899.24,6/9/16,91140,197.25
T12195,C1001264,7/12/1995,M,GURGAON,5318.60,25/10/16,50239,253.87
T12196,C1039446,28/4/1976,M,PUNE,16213.68,2/9/16,180807,84.09
T12197,C1019576,1/1/1800,M,NOIDA,35867.23,21/8/16,14512,363.81
T12198,C1039071,11/12/1991,M,THANE,33170.76,12/8/16,120245,4659.71
T12199,C1041330,17/5/1953,F,MUMBAI,40016.35,6/10/16,22723,6819.30
T12200,C1011972,19/10/1955,M,KOLKATA,80156.24,8/9/16,180548,1725.79
T12201,C1023784,24/9/1981,F,MUMBAI,23093.92,28/8/16,202829,222.89
T12202,C1047610,2/6/1961,M,AHMEDABAD,13616.17,2/9/16,50758,1841.79
T12203,C1020785,15/8/1976,M, NEW DELHI ,6451.50,7/10/16,41637,453.45
T12204,C1021253,9/8/1963,M,AHMEDABAD,7671.98,20/9/16,100053,322.00
T12205,C1046840,18/5/1955,F, GURGAON ,13220.21,29/8/16,140631,174.76
T12206,C1028104,,M,NEW DELHI,11721.84,18/10/16,4243,26.71
T12207,C1031760,3/8/1993,F,BANGALORE,18890.32,1/8/16,143930,417.47
T12208,C1036055,1/1/1800,M,HYDERABAD,6238.71,18/8/16,174122,712.55
T12209,C1023429,1/1/1800,M,MUMBAI,6971.69,30/10/16,80216,758.97
T12210,C1034841,18/9/1963,M,KOLKATA,7682.97,25/8/16,91635,430.38
T12211,C1047124,21/1/1996,M,BANGALORE,39040.02,24/10/16,122345,664.76
T12212,C1017979,24/9/1967,M,NEW DELHI,11847.99,22/8/16,63329,497.67
T12213,C1048652,,M,SURAT,10419.03,5/8/16,63147,152.85
T12214,C1025716,24/1/1969,F,NEW DELHI,57717.23,7/8/16,53623,29994.56
T12215,C1012812,21/10/1957,M,KOLKATA,15893.54,20/8/16,124320,273.94
T12216,C1015990,5/11/1963,M, BANGALORE ,14591.67,29/10/16,155929,251.78
T12217,C1017963,6/8/1963,F,MUMBAI,22985.60,14/8/16,91638,480.42
T12218,C1034262,19/12/1982,F,CHENNAI,14058.09,1/8/16,10740,885.68
T12219,C1005796,13/6/1974,F,BANGALORE,4386.09,3/10/16,101912,514.90
T12220,C1031023,19/9/1959,M,NEW DELHI,5488.14,17/8/16,194243,901.99
T12221,C1022474,18/6/1968,M,MUMBAI,6402.87,19/10/16,10049,235.56
T12222,C1021818,14/1/1994,M,new delhi,8766.01,13/8/16,50058,680.18
T12223,C1039817,4/4/1965,M,THANE,29382.02,4/10/16,10027,111.08
T12224,C1009787,1/1/1800,F,CHENNAI,2113.05,29/9/16,140011,53.75
T12225,C1006215,16/9/1968,M,BANGALORE,49167.69,17/10/16,15341,41.81
T12226,C1049246,20/2/1967,M,BANGALORE,31895.83,12/10/16,105000,116.98
T12227,C1004301,1/1/1800,F,KOLKATA,51010.55,20/8/16,100901,835.02
T12228,C1030531,28/9/1964,F,NEW DELHI,58177.24,6/8/16,44438,98.23
T12229,C1008358,1/1/1800,M,LUCKNOW,83064.86,5/10/16,43550,289.00
T12230,C1032113,6/2/1973,F,INDORE,53529.20,17/10/16,133719,99.81
T12231,C1000748,21/6/1998,F,HYDERABAD,113320.23,19/9/16,10214,99.20
T12232,C1002137,15/9/1969,,CHENNAI,19241.24,4/9/16,85924,106.49
T12233,C1026064,10/5/1960,M,CHENNAI,30378.73,15/8/16,82724,1029.54
T12234,C1009530,17/3/1971,F,AHMEDABAD,64457.61,21/9/16,211240,1322.50
T12235,C1035149,24/7/1978,M,MUMBAI,52091.25,22/9/16,124214,298.23
T12236,C1026412,25/4/1951,F,MUMBAI,9627.64,30/9/16,163607,119.28
T12237,C1022310,3/7/1993,M,MUMBAI,42947.92,31/10/16,1100,708.77
T12238,C1047804,18/8/1987,M,PUNE,10651.33,6/10/16,30125,1639.56
T12239,C1024907,9/8/1982,M,LUCKNOW,19562.85,20/10/16,115817,49.92
T12240,C1036364,15/12/1956,M,MUMBAI,3435.56,9/9/16,71959,798.81
T12241,C1028064,22/1/1954,F,BANGALORE,15914.40,5/10/16,102253,146.98
T12242,C1034492,24/7/1996,F,NOIDA,886.62,27/8/16,175525,251.89
T12243,C1045609,1/1/1800,M,NEW DELHI,18031.43,9/10/16,43006,782.09
T12244,C1041948,2/12/1957,M,BANGALORE,78233.42,26/8/16,33848,773.06
T12245,C1033716,1/4/1972,M,THANE,15787.89,9/9/16,45519,424.43
T12246,C1029499,27/6/1971,M,JAIPUR,7506.98,3/9/16,100858,885.61
T12247,C1019906,12/1/1974,M,HYDERABAD,27471.50,31/10/16,124105,1014.17
T12248,C1022538,18/3/1966,M,BANGALORE,11764.21,14/9/16,92549,2460.23
T12249,C1005006,8/2/1967,M,KOLKATA,12074.22,30/8/16,91919,1430.10
T12250,C1011833,3/8/1977,F,NEW DELHI,5726.02,14/8/16,91149,561.24
T12251,C1017472,13/3/1976,M,PUNE,8958.62,10/9/16,100505,274.28
T12252,C1038805,15/3/1953,M,BANGALORE,29205.64,7/10/16,205544,107.43
T12253,C1009780,4/3/1972,M,MUMBAI,9060.56,29/9/16,24400,579.09
T12254,C1025570,26/7/1963,F,KOLKATA,33295.01,2/10/16,80536,1541.22
T12255,C1020305,4/6/1960,M,PUNE,51351.88,16/8/16,172101,324.28
T12256,C1048799,1/12/1985,M,BANGALORE,18583.66,26/8/16,124253,160.48
T12257,C1006808,17/12/1984,M,PATNA,143630.33,24/10/16,133138,535.06
T12258,C1026785,15/6/1986,M,INDORE,8406.11,16/10/16,65741,690.35
T12259,C1032769,15/3/1966,M,mumbai,12022.07,7/9/16,132707,27.03
T12260,C1001662,1/7/1978,M,MUMBAI,80379.51,22/10/16,83539,34.37
T12261,C1029396,27/5/1987,,BANGALORE,33330.76,15/10/16,191259,210.90
T12262,C1036183,12/7/1984,M,noida,44693.20,10/9/16,40613,962.57
T12263,C1028660,7/9/1962,M,THANE,16237.70,6/8/16,22317,415.90
T12264,C1014553,1/1/1800,M,JAIPUR,14744.70,16/9/16,215309,755.04
T12265,C1000677,12/9/1966,M,THANE,15850.03,25/9/16,211135,669.83
T12266,C1010300,5/12/1995,F,mumbai,8394.91,8/8/16,5337,366.26
T12267,C1012858,26/1/1965,F,HYDERABAD,10402.46,17/8/16,185525,39.96
T12268,C1005048,18/2/1967,F,HYDERABAD,9941.33,31/8/16,44850,441.70
T12269,C1002091,5/9/1974,M,MUMBAI,8645.05,14/10/16,154016,2747.39
T12270,C1007166,16/5/1980,M,CHENNAI,30328.73,19/8/16,123338,3280.42
T12271,C1011641,10/4/1953,M,KOLKATA,31452.72,19/9/16,34345,621.12
T12272,C1011224,11/7/1952,M,NOIDA,40356.42,10/9/16,65928,151.25
T12273,C1047114,26/9/1996,M,MUMBAI,29868.99,26/8/16,124150,254.39
T12274,C1042235,20/11/1974,M,MUMBAI,16617.49,11/9/16,1015,1146.11
T12275,C1037901,8/5/1993,M, HYDERABAD ,31993.41,20/8/16,160813,195.46
T12276,C1021282,27/8/1964,F,BANGALORE,34860.93,23/9/16,184545,87.01
T12277,C1001920,15/2/1978,M,BANGALORE,6287.43,26/10/16,412,63.59
T12278,C1006973,1/1/1800,M,NOIDA,59044.82,26/8/16,133640,626.54
T12279,C1026384,14/4/1998,M,BANGALORE,237049.58,3/9/16,92032,242.90
T12280,C1000431,21/11/1968,M,NEW DELHI,6536.99,4/9/16,143106,783.27
T12281,C1013762,,M,HYDERABAD,4843.51,30/10/16,123602,5031.64
T12282,C1009833,9/3/1971,M,MUMBAI,13175.97,18/10/16,14322,288.85
T12283,C1025520,11/9/1962,M,HYDERABAD,5052.78,28/10/16,175311,50.27
T12284,C1044112,12/1/1984,M,BANGALORE,20636.60,4/10/16,164212,437.63
T12285,C1007089,17/5/1964,M,KOLKATA,14669.85,9/8/16,133243,528.29
T12286,C1007759,4/8/1961,M,LUCKNOW,430829.72,7/9/16,130254,105.68
T12287,C1033509,11/12/1985,F,PUNE,5413.00,27/8/16,13816,900.63
T12288,C1019352,27/10/1961,F,MUMBAI,10458.00,7/9/16,110355,344.97
T12289,C1027503,17/6/1970,M,PUNE,17492.62,13/9/16,224853,279.22
T12290,C1000193,28/7/1983,M,CHENNAI,11699.32,2/9/16,100923,447.91
T12291,C1009064,20/6/1992,M,NOIDA,3839.39,22/10/16,163125,126.30
T12292,C1037950,21/1/1993,F,PUNE,10100.52,15/9/16,184007,1985.15
T12293,C1009241,18/4/1974,M,JAIPUR,34043.47,20/9/16,152209,1634.06
T12294,C1021507,17/1/1979,M,HYDERABAD,23118.32,31/10/16,111343,185.99
T12295,C1023372,28/10/1998,M,PUNE,242213.73,27/8/16,92455,1220.75
T12296,C1027156,1/1/1800,M,CHENNAI,16246.81,6/8/16,104935,26.93
T12297,C1032083,1/3/1964,F,hyderabad,4020.81,27/9/16,30915,341.14
T12298,C1025564,1/9/1966,M,NEW DELHI,3365.58,26/9/16,160352,423.15
T12299,C1044854,9/8/1994,M,CHENNAI,43318.02,2/8/16,232859,160.91
T12300,C1006013,11/4/1985,F,BANGALORE,13648.08,11/9/16,153957,98.57
T12301,C1042422,24/6/1990,M,NEW DELHI,6597.00,28/8/16,151222,196.90
T12302,C1027074,2/7/1986,M,KOLKATA,14694.42,20/10/16,45710,230.77
T12303,C1033124,12/8/1994,M,GURGAON,62885.27,5/9/16,115337,841.87
T12304,C1043608,27/2/1977,M,NEW DELHI,45668.30,13/8/16,174104,210.60
T12305,C1018918,20/8/1961,F,HYDERABAD,84008.90,23/8/16,130523,1312.45
T12306,C1047540,22/3/1974,F,CHENNAI,83281.62,13/10/16,155913,176.45
T12307,C1039402,2/6/1960,M,JAIPUR,19621.46,13/9/16,13029,95.41
T12308,C1044800,13/6/1981,M,PUNE,4250.74,7/10/16,223116,956.18
T12309,C1048899,28/7/1953,M,THANE,8244.64,2/10/16,150640,564.56
T12310,C1015928,22/3/1989,M,MUMBAI,68181.01,17/9/16,102120,1189.88
T12311,C1003623,1/1/1800,F,HYDERABAD,67096.56,29/10/16,184107,178.75
T12312,C1023905,27/12/1954,F,BANGALORE,108195.58,8/8/16,94951,674.15
T12313,C1027541,6/5/1970,M,NEW DELHI,119540.43,14/9/16,60223,584.06
T12314,C1026027,17/12/1975,F,KOLKATA,21764.50,16/8/16,80434,393.20
T12315,C1006811,25/5/1995,M,NOIDA,30077.37,10/8/16,113337,331.51
T12316,C1005845,10/12/1965,M,CHENNAI,17314.62,4/9/16,401,483.20
T12317,C1038107,8/7/1955,M,NEW DELHI,93776.57,16/9/16,3736,153.81
T12318,C1034504,21/7/1968,M, PUNE ,13223.90,16/10/16,91844,822.07
T12319,C1035992,28/3/1986,M,BANGALORE,35637.55,3/10/16,125840,782.35
T12320,C1024331,13/7/1973,M,BANGALORE,2753.14,4/8/16,5025,83.14
T12321,C1017697,20/1/1981,M,AHMEDABAD,9708.35,19/8/16,633,243.26
T12322,C1012700,21/4/1992,F,LUCKNOW,8430.59,13/9/16,205114,673.35
T12323,C1017616,10/10/1979,F,JAIPUR,9928.60,7/8/16,220540,2674.25
T12324,C1011509,9/4/1989,F,MUMBAI,5744.66,28/10/16,85946,132.14
T12325,C1037182,14/10/1991,M,MUMBAI,50689.08,12/8/16,55440,154.65
T12326,C1040788,10/1/1953,M,THANE,33297.56,24/9/16,31201,52.65
T12327,C1003402,19/5/1967,M,MUMBAI,4306.96,14/10/16,141335,206.00
T12328,C1005777,26/7/1959,M,LUCKNOW,5742.93,23/10/16,165345,305.61
T12329,C1019291,17/12/1991,M,CHENNAI,6701.96,17/10/16,174615,85.29
